,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
000,"(0.8426, 0.1942)","(0.6849, 0.1245)","(0.6562, 0.3479)","(0.6316, 0.271)","(0.6011, 0.5296)","(0.5975, 0.4385)","(0.5851, 0.3569)","(0.5665, 0.1638)","(0.5601, 0.4304)","(0.5518, 0.3804)","(0.5329, 0.4145)","(0.5211, 0.372)","(0.5202, 0.2402)","(0.5173, 0.4282)","(0.5128, 0.2454)","(0.4949, 0.3638)","(0.4927, 0.5446)","(0.4894, 0.2779)","(0.4873, 0.4922)","(0.4827, 0.4253)","(0.4802, 0.4535)","(0.4708, 0.5047)","(0.4558, 0.2588)","(0.4553, 0.318)","(0.45, 0.3231)","(0.4414, 0.3429)","(0.4413, 0.3824)","(0.435, 0.2064)","(0.4278, 0.4721)","(0.4036, 0.4095)","(0.3962, 0.5206)","(0.3948, 0.341)","(0.3891, 0.1354)","(0.3875, 0.3898)","(0.3823, 0.4323)","(0.3823, 0.6007)","(0.3678, 0.3349)","(0.3636, 0.405)","(0.3426, 0.4465)","(0.3353, 0.484)","(0.3271, 0.3912)","(0.3256, 0.3939)","(0.3201, 0.241)","(0.3114, 0.2259)","(0.2911, 0.3092)","(0.2783, 0.2916)","(0.2764, 0.3375)","(0.2741, 0.319)","(0.2674, 0.488)","(0.2565, 0.2602)","(0.2558, 0.2859)","(0.2543, 0.1974)","(0.2518, 0.1715)","(0.2462, 0.2404)","(0.2444, 0.4441)","(0.2385, 0.2644)","(0.2331, 0.4877)","(0.227, 0.4488)","(0.2253, 0.505)","(0.2187, 0.4969)","(0.2172, 0.3258)","(0.217, 0.5119)","(0.205, 0.1972)","(0.1973, 0.1649)","(0.1953, 0.1428)","(0.195, 0.2385)","(0.1878, 0.3556)","(0.1862, 0.4753)","(0.1858, 0.2094)","(0.1855, 0.3054)","(0.1828, 0.3445)","(0.1817, 0.4579)","(0.171, 0.3969)","(0.1686, 0.1113)","(0.1576, 0.5297)","(0.156, 0.5387)","(0.148, 0.1404)","(0.1219, 0.1338)","(0.1159, 0.1947)","(0.1145, 0.5346)"
200,"(0.8831, 0.1926)","(0.6872, 0.1162)","(0.6431, 0.2691)","(0.6326, 0.3384)","(0.6166, 0.3394)","(0.616, 0.524)","(0.593, 0.327)","(0.5899, 0.3614)","(0.5672, 0.4195)","(0.5477, 0.4809)","(0.5124, 0.2328)","(0.5114, 0.4253)","(0.5072, 0.3641)","(0.4966, 0.4928)","(0.4966, 0.5521)","(0.4957, 0.4561)","(0.493, 0.2096)","(0.4852, 0.2832)","(0.4827, 0.4253)","(0.4815, 0.1606)","(0.4753, 0.43)","(0.4651, 0.3212)","(0.4625, 0.314)","(0.4606, 0.3439)","(0.4592, 0.5072)","(0.4496, 0.5025)","(0.4447, 0.4197)","(0.4352, 0.401)","(0.4319, 0.3287)","(0.4, 0.5137)","(0.3998, 0.4319)","(0.3995, 0.569)","(0.3923, 0.3544)","(0.3823, 0.3262)","(0.369, 0.4463)","(0.3416, 0.4802)","(0.3407, 0.2995)","(0.3344, 0.1859)","(0.332, 0.3847)","(0.3317, 0.4022)","(0.3265, 0.3821)","(0.326, 0.3303)","(0.323, 0.3997)","(0.3195, 0.2258)","(0.3166, 0.3969)","(0.3148, 0.2458)","(0.2958, 0.2587)","(0.2917, 0.4973)","(0.2866, 0.1885)","(0.2845, 0.319)","(0.2761, 0.325)","(0.2674, 0.4024)","(0.2625, 0.432)","(0.2563, 0.2332)","(0.2532, 0.1666)","(0.2469, 0.2357)","(0.2409, 0.257)","(0.2345, 0.1845)","(0.2334, 0.4887)","(0.2275, 0.5062)","(0.2175, 0.4421)","(0.2156, 0.508)","(0.2123, 0.1666)","(0.1885, 0.2466)","(0.1846, 0.217)","(0.1813, 0.4781)","(0.181, 0.48)","(0.1787, 0.2071)","(0.1758, 0.1067)","(0.1734, 0.3985)","(0.1705, 0.1596)","(0.169, 0.3081)","(0.1679, 0.3052)","(0.1541, 0.1803)","(0.1444, 0.5137)","(0.142, 0.3989)","(0.1345, 0.5366)","(0.1204, 0.1013)","(0.1136, 0.2324)","(0.1135, 0.5383)"
400,"(0.8684, 0.2032)","(0.6859, 0.1218)","(0.6562, 0.1949)","(0.651, 0.3487)","(0.6203, 0.5215)","(0.6188, 0.4635)","(0.6166, 0.4327)","(0.5665, 0.3847)","(0.5561, 0.3476)","(0.5346, 0.3178)","(0.522, 0.2464)","(0.5191, 0.4154)","(0.5184, 0.3012)","(0.5145, 0.4909)","(0.5107, 0.3541)","(0.5055, 0.4479)","(0.4907, 0.5532)","(0.4877, 0.3459)","(0.4836, 0.4264)","(0.483, 0.4964)","(0.4697, 0.1891)","(0.4616, 0.3979)","(0.4514, 0.2835)","(0.4498, 0.4602)","(0.4321, 0.2644)","(0.4299, 0.3843)","(0.4283, 0.5406)","(0.428, 0.2715)","(0.4256, 0.4198)","(0.4151, 0.5068)","(0.4124, 0.4685)","(0.3701, 0.335)","(0.3665, 0.468)","(0.3649, 0.4348)","(0.3636, 0.1323)","(0.3605, 0.4613)","(0.3511, 0.3637)","(0.3466, 0.4785)","(0.3418, 0.2873)","(0.3369, 0.3211)","(0.3303, 0.4388)","(0.3276, 0.3725)","(0.3238, 0.4032)","(0.3166, 0.3969)","(0.316, 0.3247)","(0.3011, 0.2163)","(0.301, 0.3612)","(0.2919, 0.5298)","(0.2879, 0.3126)","(0.2831, 0.2545)","(0.2784, 0.3293)","(0.2715, 0.2213)","(0.2454, 0.2326)","(0.2408, 0.4334)","(0.2285, 0.1932)","(0.2256, 0.4962)","(0.2218, 0.2012)","(0.221, 0.5034)","(0.219, 0.3237)","(0.2186, 0.1823)","(0.2164, 0.5279)","(0.2134, 0.169)","(0.2108, 0.2178)","(0.208, 0.2942)","(0.2052, 0.4593)","(0.1915, 0.4367)","(0.1911, 0.2524)","(0.1893, 0.1727)","(0.1875, 0.0856)","(0.1812, 0.3018)","(0.1797, 0.4537)","(0.177, 0.2736)","(0.1688, 0.0938)","(0.1542, 0.2359)","(0.1467, 0.2387)","(0.1424, 0.5319)","(0.135, 0.1681)","(0.1262, 0.5317)","(0.126, 0.3579)","(0.1197, 0.5595)"
600,"(0.8757, 0.1936)","(0.6782, 0.1317)","(0.651, 0.3487)","(0.632, 0.3166)","(0.6187, 0.4432)","(0.6094, 0.3813)","(0.6085, 0.5367)","(0.6035, 0.3207)","(0.6007, 0.3021)","(0.5916, 0.3348)","(0.588, 0.4315)","(0.5829, 0.3828)","(0.5333, 0.3581)","(0.5307, 0.3724)","(0.5143, 0.3832)","(0.4994, 0.3202)","(0.4959, 0.4928)","(0.4848, 0.4407)","(0.4835, 0.2461)","(0.4703, 0.1677)","(0.4548, 0.4897)","(0.4505, 0.5619)","(0.4428, 0.4279)","(0.4372, 0.5473)","(0.4271, 0.3851)","(0.4219, 0.2247)","(0.417, 0.4674)","(0.4163, 0.5012)","(0.4106, 0.4233)","(0.4104, 0.248)","(0.4012, 0.5199)","(0.3999, 0.3205)","(0.3886, 0.4513)","(0.3855, 0.3617)","(0.3667, 0.336)","(0.3625, 0.4423)","(0.3607, 0.3925)","(0.3469, 0.3175)","(0.3406, 0.3721)","(0.3337, 0.2708)","(0.3238, 0.4859)","(0.319, 0.3916)","(0.3103, 0.3554)","(0.3098, 0.4923)","(0.3054, 0.1345)","(0.3039, 0.3123)","(0.2973, 0.2765)","(0.2858, 0.5231)","(0.282, 0.3203)","(0.2726, 0.2302)","(0.2724, 0.2849)","(0.2681, 0.3417)","(0.2623, 0.1345)","(0.2623, 0.2469)","(0.242, 0.4805)","(0.2408, 0.2234)","(0.2289, 0.2834)","(0.2267, 0.5019)","(0.2235, 0.4242)","(0.2198, 0.4468)","(0.2148, 0.1885)","(0.2078, 0.328)","(0.2069, 0.2076)","(0.2064, 0.2602)","(0.2013, 0.2514)","(0.1973, 0.4476)","(0.1917, 0.2034)","(0.19, 0.082)","(0.1894, 0.2371)","(0.1858, 0.2098)","(0.1735, 0.4672)","(0.1442, 0.1993)","(0.1422, 0.4186)","(0.1419, 0.1135)","(0.1358, 0.533)","(0.1331, 0.1439)","(0.125, 0.5154)","(0.1244, 0.3011)","(0.123, 0.4284)","(0.1197, 0.5595)"
800,"(0.8378, 0.2211)","(0.7636, 0.2283)","(0.7021, 0.1271)","(0.6849, 0.4986)","(0.6513, 0.3542)","(0.5945, 0.338)","(0.5667, 0.4652)","(0.5567, 0.258)","(0.5509, 0.298)","(0.547, 0.3127)","(0.5437, 0.4776)","(0.5265, 0.3815)","(0.5091, 0.3715)","(0.5038, 0.4397)","(0.5027, 0.4875)","(0.4985, 0.3876)","(0.4895, 0.5465)","(0.4857, 0.3767)","(0.4731, 0.3978)","(0.4728, 0.4324)","(0.4673, 0.1664)","(0.467, 0.3958)","(0.4664, 0.4869)","(0.4606, 0.4696)","(0.4325, 0.3892)","(0.4198, 0.4878)","(0.4167, 0.5074)","(0.4094, 0.5806)","(0.4049, 0.2864)","(0.4045, 0.4171)","(0.3979, 0.4278)","(0.3958, 0.4178)","(0.3911, 0.2992)","(0.3876, 0.4548)","(0.3871, 0.3569)","(0.3664, 0.3521)","(0.3614, 0.3319)","(0.3542, 0.4437)","(0.3537, 0.2365)","(0.3493, 0.2513)","(0.3345, 0.2758)","(0.3235, 0.3502)","(0.3224, 0.1337)","(0.3219, 0.2336)","(0.3156, 0.3884)","(0.3068, 0.2984)","(0.2911, 0.4933)","(0.2815, 0.5224)","(0.2795, 0.4737)","(0.2733, 0.3262)","(0.2674, 0.3347)","(0.2654, 0.3405)","(0.2517, 0.2386)","(0.2482, 0.2338)","(0.2476, 0.45)","(0.2374, 0.5081)","(0.2352, 0.2853)","(0.2294, 0.2806)","(0.2262, 0.165)","(0.2148, 0.2235)","(0.2093, 0.2383)","(0.2086, 0.2033)","(0.2084, 0.44)","(0.2073, 0.2172)","(0.199, 0.172)","(0.1898, 0.2374)","(0.1862, 0.0876)","(0.1857, 0.1966)","(0.1823, 0.4193)","(0.18, 0.4739)","(0.1712, 0.2913)","(0.1616, 0.1981)","(0.1443, 0.1149)","(0.1336, 0.5353)","(0.1336, 0.5591)","(0.1312, 0.409)","(0.1294, 0.1504)","(0.1283, 0.3014)","(0.125, 0.4258)","(0.1186, 0.5518)"
