,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
000,0.7071,0.6216,0.58,0.5406,0.4816,0.479,0.4746,0.469,0.4682,0.4667,0.4516,0.4485,0.4348,0.4303,0.429,0.419,0.416,0.3953,0.3914,0.3708,0.3655,0.3355,0.333,0.3306,0.3159,0.269,0.2566,0.2539,0.2234,0.2219,0.2051,0.2,0.195,0.1874,0.1855,0.1827,0.1709,0.1669,0.165,0.1591
200,0.7651,0.5753,0.5597,0.5488,0.5067,0.4937,0.4884,0.4825,0.4542,0.4523,0.4502,0.4425,0.4365,0.4228,0.4153,0.4076,0.399,0.3921,0.385,0.3808,0.3792,0.377,0.3625,0.3397,0.3159,0.2699,0.2621,0.2439,0.2239,0.2175,0.2156,0.1895,0.1885,0.1875,0.1822,0.1754,0.1716,0.1689,0.1561,0.1355
400,0.755,0.6845,0.5917,0.5436,0.5415,0.5039,0.4877,0.487,0.4779,0.4544,0.4359,0.4036,0.399,0.3922,0.3896,0.3863,0.3845,0.3821,0.3804,0.3729,0.3624,0.3021,0.2893,0.283,0.2791,0.2732,0.2671,0.2628,0.2516,0.2452,0.2253,0.2186,0.2068,0.2043,0.195,0.1932,0.1829,0.1817,0.1775,0.1478
600,0.7753,0.5993,0.5856,0.5606,0.532,0.5282,0.4599,0.4549,0.453,0.4382,0.4298,0.4247,0.4225,0.4188,0.4184,0.3928,0.3884,0.386,0.3698,0.3647,0.3265,0.3216,0.313,0.302,0.2981,0.2815,0.2745,0.2739,0.2732,0.2662,0.2286,0.2045,0.1916,0.1897,0.185,0.1819,0.1771,0.1628,0.1498,0.1447
800,0.8334,0.5955,0.5385,0.5325,0.4962,0.4942,0.4922,0.49,0.4683,0.4416,0.4371,0.4359,0.432,0.4247,0.4151,0.4102,0.4035,0.3769,0.3759,0.3696,0.3456,0.3035,0.2757,0.2715,0.2647,0.2646,0.2609,0.2598,0.2596,0.2579,0.236,0.2306,0.2269,0.2174,0.2081,0.1979,0.1674,0.163,0.14,0.1378
