,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
000,0.32390526462035607,0.23105350439074768,0.20323027833215823,0.3668033113180341,0.39445263399661745,0.46364248102929373,0.47167099603083895,0.34288249797064485,0.4223958987611339,0.16253908490888114,0.3253028581576457,0.370959249761564,0.27538501114731606,0.3321165759186979,0.4815846395761245,0.42776701308842624
200,0.3538313526561634,0.20020573105201733,0.18789283442395788,0.3906961895501625,0.4863875150234217,0.18809589720728237,0.5051899901100425,0.3711323202592708,0.2959462857363908,0.4386166522844259,0.23944444859346448,0.36514301486961775,0.35676385094578766,0.419164100713992,0.4275294042301725,0.39542350363602463
400,0.2998515058541501,0.3170225022004507,0.23582270269229333,0.3143160183726452,0.17356017150353675,0.4632845522925034,0.4151154173314009,0.4346824508378929,0.18680056016074176,0.23582667920425615,0.4073947784451699,0.5170749146254269,0.4192842462693236,0.4469092675180256,0.45987977109698863,0.2841285291277823
600,0.4672574147618388,0.5034222944655153,0.36598939307027345,0.45248377621715996,0.19905718059742195,0.4749039114643283,0.3359545577672295,0.40490778871626887,0.17895580127968624,0.44407633905783894,0.38702834593242774,0.24779691185463437,0.25793086952371447,0.32645355456336433,0.38595183344798945,0.20203515042974685
800,0.2601508877792795,0.4587747244895386,0.3821185528307358,0.2292686958441137,0.3609770539139745,0.43139671174149996,0.2726203061302003,0.1717612930220872,0.41589089068988505,0.3625044237599615,0.47215578156306626,0.45911838220247314,0.24654833475385018,0.1803124308056594,0.4955110647709724,0.384937397788639
