,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
000,0.6007,0.5446,0.5387,0.5346,0.5297,0.5296,0.5206,0.5119,0.505,0.5047,0.4969,0.4922,0.488,0.4877,0.484,0.4753,0.4721,0.4579,0.4535,0.4488,0.4465,0.4441,0.4385,0.4323,0.4304,0.4282,0.4253,0.4145,0.4095,0.405,0.3969,0.3939,0.3912,0.3898,0.3824,0.3804,0.372,0.3638,0.3569,0.3556,0.3479,0.3445,0.3429,0.341,0.3375,0.3349,0.3258,0.3231,0.319,0.318,0.3092,0.3054,0.2916,0.2859,0.2779,0.271,0.2644,0.2602,0.2588,0.2454,0.241,0.2404,0.2402,0.2385,0.2259,0.2094,0.2064,0.1974,0.1972,0.1947,0.1942,0.1715,0.1649,0.1638,0.1428,0.1404,0.1354,0.1338,0.1245,0.1113
200,0.569,0.5521,0.5383,0.5366,0.524,0.5137,0.5137,0.508,0.5072,0.5062,0.5025,0.4973,0.4928,0.4887,0.4809,0.4802,0.48,0.4781,0.4561,0.4463,0.4421,0.432,0.4319,0.43,0.4253,0.4253,0.4197,0.4195,0.4024,0.4022,0.401,0.3997,0.3989,0.3985,0.3969,0.3847,0.3821,0.3641,0.3614,0.3544,0.3439,0.3394,0.3384,0.3303,0.3287,0.327,0.3262,0.325,0.3212,0.319,0.314,0.3081,0.3052,0.2995,0.2832,0.2691,0.2587,0.257,0.2466,0.2458,0.2357,0.2332,0.2328,0.2324,0.2258,0.217,0.2096,0.2071,0.1926,0.1885,0.1859,0.1845,0.1803,0.1666,0.1666,0.1606,0.1596,0.1162,0.1067,0.1013
400,0.5595,0.5532,0.5406,0.5319,0.5317,0.5298,0.5279,0.5215,0.5068,0.5034,0.4964,0.4962,0.4909,0.4785,0.4685,0.468,0.4635,0.4613,0.4602,0.4593,0.4537,0.4479,0.4388,0.4367,0.4348,0.4334,0.4327,0.4264,0.4198,0.4154,0.4032,0.3979,0.3969,0.3847,0.3843,0.3725,0.3637,0.3612,0.3579,0.3541,0.3487,0.3476,0.3459,0.335,0.3293,0.3247,0.3237,0.3211,0.3178,0.3126,0.3018,0.3012,0.2942,0.2873,0.2835,0.2736,0.2715,0.2644,0.2545,0.2524,0.2464,0.2387,0.2359,0.2326,0.2213,0.2178,0.2163,0.2032,0.2012,0.1949,0.1932,0.1891,0.1823,0.1727,0.169,0.1681,0.1323,0.1218,0.0938,0.0856
600,0.5619,0.5595,0.5473,0.5367,0.533,0.5231,0.5199,0.5154,0.5019,0.5012,0.4928,0.4923,0.4897,0.4859,0.4805,0.4674,0.4672,0.4513,0.4476,0.4468,0.4432,0.4423,0.4407,0.4315,0.4284,0.4279,0.4242,0.4233,0.4186,0.3925,0.3916,0.3851,0.3832,0.3828,0.3813,0.3724,0.3721,0.3617,0.3581,0.3554,0.3487,0.3417,0.336,0.3348,0.328,0.3207,0.3205,0.3203,0.3202,0.3175,0.3166,0.3123,0.3021,0.3011,0.2849,0.2834,0.2765,0.2708,0.2602,0.2514,0.248,0.2469,0.2461,0.2371,0.2302,0.2247,0.2234,0.2098,0.2076,0.2034,0.1993,0.1936,0.1885,0.1677,0.1439,0.1345,0.1345,0.1317,0.1135,0.082
800,0.5806,0.5591,0.5518,0.5465,0.5353,0.5224,0.5081,0.5074,0.4986,0.4933,0.4878,0.4875,0.4869,0.4776,0.4739,0.4737,0.4696,0.4652,0.4548,0.45,0.4437,0.44,0.4397,0.4324,0.4278,0.4258,0.4193,0.4178,0.4171,0.409,0.3978,0.3958,0.3892,0.3884,0.3876,0.3815,0.3767,0.3715,0.3569,0.3542,0.3521,0.3502,0.3405,0.338,0.3347,0.3319,0.3262,0.3127,0.3014,0.2992,0.2984,0.298,0.2913,0.2864,0.2853,0.2806,0.2758,0.258,0.2513,0.2386,0.2383,0.2374,0.2365,0.2338,0.2336,0.2283,0.2235,0.2211,0.2172,0.2033,0.1981,0.1966,0.172,0.1664,0.165,0.1504,0.1337,0.1271,0.1149,0.0876
