,0,1,2,3,4,5,6,7
000,0.49364955380736775,0.20521498947034064,0.3427755447589663,0.2207558049947498,0.3576923337909882,0.40406196541599126,0.4463053617401402,0.36532489769067195
200,0.253787736720897,0.3121945368499205,0.5315846434050782,0.21002719189042637,0.2873816481817344,0.32820401648678305,0.45450786754635236,0.4514713418394379
400,0.343948279371737,0.33153732771043243,0.45087086360989104,0.5158501010933764,0.20059285813136193,0.30672491944949926,0.4748806525745602,0.20100441253037257
600,0.20105553611843757,0.3700352017794283,0.3731536897790705,0.21495999071046296,0.4613796793254313,0.4844195282799726,0.35599583427141496,0.3723271835510081
800,0.4962298183232331,0.21816126105337988,0.49580447570718844,0.31286062008278276,0.22898905066844796,0.34406322673303635,0.32703924924654576,0.42225320397090255
