,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
000,"(0.7071, 0.2271)","(0.6216, 0.1636)","(0.58, 0.3857)","(0.5406, 0.504)","(0.4816, 0.3474)","(0.479, 0.2671)","(0.4746, 0.4789)","(0.469, 0.4324)","(0.4682, 0.3052)","(0.4667, 0.4428)","(0.4516, 0.4554)","(0.4485, 0.4775)","(0.4348, 0.4172)","(0.4303, 0.5181)","(0.429, 0.4252)","(0.419, 0.2819)","(0.416, 0.3027)","(0.3953, 0.4655)","(0.3914, 0.4914)","(0.3708, 0.3399)","(0.3655, 0.3466)","(0.3355, 0.401)","(0.333, 0.1646)","(0.3306, 0.2846)","(0.3159, 0.3892)","(0.269, 0.4911)","(0.2566, 0.2122)","(0.2539, 0.3379)","(0.2234, 0.2227)","(0.2219, 0.2306)","(0.2051, 0.1972)","(0.2, 0.4397)","(0.195, 0.217)","(0.1874, 0.4749)","(0.1855, 0.2249)","(0.1827, 0.368)","(0.1709, 0.1405)","(0.1669, 0.5421)","(0.165, 0.4331)","(0.1591, 0.172)"
200,"(0.7651, 0.2227)","(0.5753, 0.4994)","(0.5597, 0.381)","(0.5488, 0.1661)","(0.5067, 0.3806)","(0.4937, 0.4665)","(0.4884, 0.3251)","(0.4825, 0.3461)","(0.4542, 0.4372)","(0.4523, 0.3949)","(0.4502, 0.4573)","(0.4425, 0.4773)","(0.4365, 0.4735)","(0.4228, 0.3278)","(0.4153, 0.2699)","(0.4076, 0.53)","(0.399, 0.3992)","(0.3921, 0.4793)","(0.385, 0.4899)","(0.3808, 0.2305)","(0.3792, 0.2812)","(0.377, 0.3735)","(0.3625, 0.1547)","(0.3397, 0.3351)","(0.3159, 0.408)","(0.2699, 0.3369)","(0.2621, 0.2109)","(0.2439, 0.266)","(0.2239, 0.2442)","(0.2175, 0.2241)","(0.2156, 0.2482)","(0.1895, 0.1945)","(0.1885, 0.4535)","(0.1875, 0.4678)","(0.1822, 0.4678)","(0.1754, 0.4253)","(0.1716, 0.3403)","(0.1689, 0.5415)","(0.1561, 0.1382)","(0.1355, 0.1693)"
400,"(0.755, 0.1989)","(0.6845, 0.1664)","(0.5917, 0.506)","(0.5436, 0.3987)","(0.5415, 0.3999)","(0.5039, 0.3658)","(0.4877, 0.4824)","(0.487, 0.4311)","(0.4779, 0.4799)","(0.4544, 0.4115)","(0.4359, 0.4751)","(0.4036, 0.4609)","(0.399, 0.5031)","(0.3922, 0.4256)","(0.3896, 0.2647)","(0.3863, 0.3139)","(0.3845, 0.373)","(0.3821, 0.4076)","(0.3804, 0.3835)","(0.3729, 0.2871)","(0.3624, 0.261)","(0.3021, 0.3458)","(0.2893, 0.3456)","(0.283, 0.1657)","(0.2791, 0.2336)","(0.2732, 0.5102)","(0.2671, 0.3336)","(0.2628, 0.4561)","(0.2516, 0.3234)","(0.2452, 0.2741)","(0.2253, 0.1136)","(0.2186, 0.5025)","(0.2068, 0.2381)","(0.2043, 0.2287)","(0.195, 0.1956)","(0.1932, 0.5384)","(0.1829, 0.2576)","(0.1817, 0.3742)","(0.1775, 0.4632)","(0.1478, 0.1333)"
600,"(0.7753, 0.2292)","(0.5993, 0.1483)","(0.5856, 0.3276)","(0.5606, 0.4506)","(0.532, 0.3976)","(0.5282, 0.4042)","(0.4599, 0.4591)","(0.4549, 0.4146)","(0.453, 0.4582)","(0.4382, 0.5362)","(0.4298, 0.5375)","(0.4247, 0.4642)","(0.4225, 0.4887)","(0.4188, 0.3287)","(0.4184, 0.3769)","(0.3928, 0.3529)","(0.3884, 0.3668)","(0.386, 0.4203)","(0.3698, 0.2833)","(0.3647, 0.2657)","(0.3265, 0.3358)","(0.3216, 0.2509)","(0.313, 0.3383)","(0.302, 0.2997)","(0.2981, 0.3408)","(0.2815, 0.1318)","(0.2745, 0.3762)","(0.2739, 0.5157)","(0.2732, 0.1796)","(0.2662, 0.2133)","(0.2286, 0.232)","(0.2045, 0.3848)","(0.1916, 0.1975)","(0.1897, 0.458)","(0.185, 0.2428)","(0.1819, 0.459)","(0.1771, 0.5273)","(0.1628, 0.2282)","(0.1498, 0.4718)","(0.1447, 0.1314)"
800,"(0.8334, 0.2196)","(0.5955, 0.5192)","(0.5385, 0.4252)","(0.5325, 0.1566)","(0.4962, 0.2427)","(0.4942, 0.4272)","(0.4922, 0.3885)","(0.49, 0.4482)","(0.4683, 0.4385)","(0.4416, 0.5358)","(0.4371, 0.3158)","(0.4359, 0.3132)","(0.432, 0.3892)","(0.4247, 0.4705)","(0.4151, 0.4591)","(0.4102, 0.4808)","(0.4035, 0.2863)","(0.3769, 0.3444)","(0.3759, 0.4599)","(0.3696, 0.3894)","(0.3456, 0.3635)","(0.3035, 0.3152)","(0.2757, 0.4037)","(0.2715, 0.502)","(0.2647, 0.2377)","(0.2646, 0.4313)","(0.2609, 0.3619)","(0.2598, 0.1912)","(0.2596, 0.3457)","(0.2579, 0.2305)","(0.236, 0.1862)","(0.2306, 0.2282)","(0.2269, 0.2176)","(0.2174, 0.3457)","(0.2081, 0.3917)","(0.1979, 0.1811)","(0.1674, 0.1086)","(0.163, 0.5362)","(0.14, 0.5254)","(0.1378, 0.2247)"
