plan,total_district_num,total_elected,dist_num,mode,H_vk_avg_prop,H_prop_census
000,40,1,28,slate_pl,0.98,0.41603070609008663
000,40,1,29,slate_pl,0.98,0.3354520783682078
000,40,1,30,slate_pl,1.0,0.19996386377963762
000,40,1,31,slate_pl,0.97,0.4667061681123513
000,40,1,32,slate_pl,0.98,0.25656867164241687
000,40,1,33,slate_pl,0.98,0.17088544675024947
000,40,1,34,slate_pl,0.98,0.15913044144579053
000,40,1,35,slate_pl,1.0,0.2690352671254489
000,40,1,36,slate_pl,0.98,0.25387914002561784
000,40,1,37,slate_pl,0.97,0.3708328661011162
000,40,1,38,slate_pl,0.99,0.5406479757552696
000,40,1,39,slate_pl,0.96,0.39529344487872375
200,40,1,0,slate_pl,0.99,0.5067062288004551
200,40,1,1,slate_pl,0.96,0.18846106424925058
200,40,1,2,slate_pl,1.0,0.16892110964447585
200,40,1,3,slate_pl,0.97,0.4364618345440746
200,40,1,4,slate_pl,0.98,0.4542258059526817
200,40,1,5,slate_pl,0.97,0.18952490767469238
200,40,1,6,slate_pl,0.97,0.4884266570410143
200,40,1,7,slate_pl,0.98,0.2621423066776351
200,40,1,8,slate_pl,0.99,0.3792411743033005
200,40,1,9,slate_pl,0.98,0.33968791111252
200,40,1,10,slate_pl,0.95,0.18751836900793542
200,40,1,11,slate_pl,0.97,0.13545975342273678
200,40,1,12,slate_pl,1.0,0.22390623447318192
200,40,1,13,slate_pl,0.98,0.3921293902297987
200,40,1,14,slate_pl,1.0,0.1715524047911032
200,40,1,15,slate_pl,0.99,0.3159107778663176
200,40,1,16,slate_pl,0.97,0.5753187097542489
200,40,1,17,slate_pl,0.97,0.3807775941780482
200,40,1,18,slate_pl,0.98,0.21560957830474095
200,40,1,19,slate_pl,0.95,0.17544800218458217
200,40,1,20,slate_pl,0.99,0.38496460159763274
200,40,1,21,slate_pl,0.97,0.18219167298712624
200,40,1,22,slate_pl,0.98,0.49368813811167755
200,40,1,23,slate_pl,0.97,0.37699347204354805
200,40,1,24,slate_pl,0.98,0.362524283746746
200,40,1,25,slate_pl,0.98,0.4523069199915991
200,40,1,26,slate_pl,0.97,0.48250597733637235
200,40,1,27,slate_pl,0.98,0.42278179488790485
200,40,1,28,slate_pl,0.96,0.39903904113075417
200,40,1,29,slate_pl,0.99,0.7650949524939832
200,40,1,30,slate_pl,0.99,0.5596779731027343
200,40,1,31,slate_pl,0.97,0.4153211142628555
200,40,1,32,slate_pl,0.99,0.2699306417541717
200,40,1,33,slate_pl,0.99,0.1560782883388148
200,40,1,34,slate_pl,0.98,0.21754102937982814
200,40,1,35,slate_pl,1.0,0.4501549199474365
200,40,1,36,slate_pl,0.99,0.24385967437399494
200,40,1,37,slate_pl,0.99,0.40756763278547875
200,40,1,38,slate_pl,0.99,0.44252303102817375
200,40,1,39,slate_pl,0.98,0.5488049376017363
400,40,1,0,slate_pl,0.97,0.27912151309713085
400,40,1,1,slate_pl,0.99,0.27315185913888823
400,40,1,2,slate_pl,0.99,0.2515511123180732
400,40,1,3,slate_pl,0.95,0.14784206038249006
400,40,1,4,slate_pl,0.99,0.541530492286054
400,40,1,5,slate_pl,0.99,0.19320270356155714
400,40,1,6,slate_pl,0.97,0.2671337214282788
400,40,1,7,slate_pl,0.99,0.24522024017140864
400,40,1,8,slate_pl,0.98,0.7549856632411407
400,40,1,9,slate_pl,0.97,0.30208214872786293
400,40,1,10,slate_pl,0.97,0.4779318977513169
400,40,1,11,slate_pl,0.99,0.3895709418640227
400,40,1,12,slate_pl,0.98,0.386286429222254
400,40,1,13,slate_pl,0.98,0.1817412502407886
400,40,1,14,slate_pl,0.99,0.4544367078892989
400,40,1,15,slate_pl,0.98,0.17745463722007562
400,40,1,16,slate_pl,0.96,0.2893250302219739
400,40,1,17,slate_pl,0.98,0.4876984883562577
400,40,1,18,slate_pl,0.98,0.225261421598673
400,40,1,19,slate_pl,0.99,0.4358535564575597
400,40,1,20,slate_pl,0.98,0.38206262700562077
400,40,1,21,slate_pl,1.0,0.20681799122243033
400,40,1,22,slate_pl,0.97,0.40357135071503314
400,40,1,23,slate_pl,0.98,0.3844911531324836
400,40,1,24,slate_pl,0.99,0.3728867990608417
400,40,1,25,slate_pl,0.98,0.5038920782486808
400,40,1,26,slate_pl,0.96,0.28300240345736777
400,40,1,27,slate_pl,0.98,0.4870168612842252
400,40,1,28,slate_pl,0.99,0.2627600258013966
400,40,1,29,slate_pl,0.97,0.3624091096514121
400,40,1,30,slate_pl,0.99,0.6845441053622019
400,40,1,31,slate_pl,0.99,0.19502227586289764
400,40,1,32,slate_pl,0.99,0.20432158296184894
400,40,1,33,slate_pl,0.98,0.1829188443491328
400,40,1,34,slate_pl,0.97,0.21856118847045067
400,40,1,35,slate_pl,0.98,0.5436105555297146
400,40,1,36,slate_pl,0.97,0.3989761241668492
400,40,1,37,slate_pl,0.99,0.3804024342678229
400,40,1,38,slate_pl,1.0,0.5917101174487808
400,40,1,39,slate_pl,0.96,0.39220380691611534
600,40,1,0,slate_pl,0.99,0.39275811342121
600,40,1,1,slate_pl,0.95,0.18192822810087925
600,40,1,2,slate_pl,0.99,0.18971928869582558
600,40,1,3,slate_pl,0.96,0.1916070388240742
600,40,1,4,slate_pl,0.99,0.45991671295795755
600,40,1,5,slate_pl,0.99,0.29806511289368737
600,40,1,6,slate_pl,0.98,0.3884169816207626
600,40,1,7,slate_pl,0.99,0.1628250404463144
600,40,1,8,slate_pl,0.99,0.5993277077954707
600,40,1,9,slate_pl,0.99,0.3646700973302486
600,40,1,10,slate_pl,0.97,0.45298038607785385
600,40,1,11,slate_pl,0.99,0.18501433456301722
600,40,1,12,slate_pl,0.98,0.45485064443893375
600,40,1,13,slate_pl,0.98,0.20447279199181786
600,40,1,14,slate_pl,0.99,0.4247413454106608
600,40,1,15,slate_pl,0.98,0.14977752926305077
600,40,1,16,slate_pl,1.0,0.177070250779889
600,40,1,17,slate_pl,0.99,0.2661767668653298
600,40,1,18,slate_pl,0.98,0.321622568427732
600,40,1,19,slate_pl,0.99,0.27323335605544197
600,40,1,20,slate_pl,0.99,0.42247156681045744
600,40,1,21,slate_pl,1.0,0.30197765455334397
600,40,1,22,slate_pl,1.0,0.4188386885287239
600,40,1,23,slate_pl,0.97,0.5606302578620918
600,40,1,24,slate_pl,0.99,0.775335143206536
600,40,1,25,slate_pl,0.99,0.27390811339198434
600,40,1,26,slate_pl,0.99,0.3697792364747351
600,40,1,27,slate_pl,0.98,0.38595683851708257
600,40,1,28,slate_pl,0.97,0.5320108217554967
600,40,1,29,slate_pl,0.98,0.5281962674552162
600,40,1,30,slate_pl,0.99,0.3264710163502796
600,40,1,31,slate_pl,1.0,0.14467665492994103
600,40,1,32,slate_pl,0.99,0.27450477034480025
600,40,1,33,slate_pl,0.98,0.28153216585268354
600,40,1,34,slate_pl,0.94,0.2285922909237937
600,40,1,35,slate_pl,1.0,0.4381808035862925
600,40,1,36,slate_pl,0.96,0.31301339049433685
600,40,1,37,slate_pl,1.0,0.42979350543551015
600,40,1,38,slate_pl,0.97,0.4183926976505539
600,40,1,39,slate_pl,0.98,0.585553376140571
800,40,1,0,slate_pl,0.98,0.43199662407537404
800,40,1,1,slate_pl,0.97,0.46831159327630234
800,40,1,2,slate_pl,0.97,0.13995223208217636
800,40,1,3,slate_pl,0.95,0.19793752745189155
800,40,1,4,slate_pl,0.99,0.23595036765627272
800,40,1,5,slate_pl,0.99,0.5954859049955809
800,40,1,6,slate_pl,0.99,0.49217519019305966
800,40,1,7,slate_pl,0.98,0.22691409847867283
800,40,1,8,slate_pl,0.99,0.25982417103722755
800,40,1,9,slate_pl,0.97,0.34558512600126184
800,40,1,10,slate_pl,0.99,0.20809883172681048
800,40,1,11,slate_pl,0.97,0.437085249131708
800,40,1,12,slate_pl,0.97,0.26464304742308087
800,40,1,13,slate_pl,0.99,0.37594739007568295
800,40,1,14,slate_pl,0.95,0.13779184488313334
800,40,1,15,slate_pl,0.99,0.21744731025905398
800,40,1,16,slate_pl,0.99,0.16301251770098044
800,40,1,17,slate_pl,0.99,0.5385143431116092
800,40,1,18,slate_pl,0.99,0.415101722950577
800,40,1,19,slate_pl,0.99,0.257893644903501
800,40,1,20,slate_pl,0.99,0.2715252816811596
800,40,1,21,slate_pl,0.98,0.26087615995519636
800,40,1,22,slate_pl,0.97,0.4358783370813928
800,40,1,23,slate_pl,0.99,0.4102394560337792
800,40,1,24,slate_pl,0.99,0.2595677566600556
800,40,1,25,slate_pl,0.98,0.4961863443679492
800,40,1,26,slate_pl,0.98,0.8333623957543593
800,40,1,27,slate_pl,0.98,0.49415563388995215
800,40,1,28,slate_pl,1.0,0.489974625799603
800,40,1,29,slate_pl,0.98,0.5324502813480863
800,40,1,30,slate_pl,0.97,0.40354076467758465
800,40,1,31,slate_pl,1.0,0.2647396662659342
800,40,1,32,slate_pl,1.0,0.27566589656458496
800,40,1,33,slate_pl,1.0,0.16736641479338732
800,40,1,34,slate_pl,0.98,0.23062932372036965
800,40,1,35,slate_pl,0.97,0.4415548651594311
800,40,1,36,slate_pl,0.98,0.42467855488827505
800,40,1,37,slate_pl,0.99,0.36956592432129554
800,40,1,38,slate_pl,0.96,0.3035235759239146
800,40,1,39,slate_pl,0.99,0.3768614102635642
000,40,1,0,slate_bt,0.88,0.42896297950793294
000,40,1,1,slate_bt,0.89,0.3330318116220397
000,40,1,2,slate_bt,0.88,0.16686724388082622
000,40,1,3,slate_bt,0.92,0.4302888003092673
000,40,1,4,slate_bt,0.86,0.46903137553677793
000,40,1,5,slate_bt,0.88,0.22341581702377358
000,40,1,6,slate_bt,0.89,0.33063052081766453
000,40,1,7,slate_bt,0.87,0.22188955246746456
000,40,1,8,slate_bt,0.84,0.4348222130429576
000,40,1,9,slate_bt,0.86,0.4189512965672243
000,40,1,10,slate_bt,0.89,0.1950365747335251
000,40,1,11,slate_bt,0.84,0.16500036233061044
000,40,1,12,slate_bt,0.89,0.36546866749782375
000,40,1,13,slate_bt,0.89,0.5800260019306823
000,40,1,14,slate_bt,0.95,0.45156665707309623
000,40,1,15,slate_bt,0.87,0.18742936151050618
000,40,1,16,slate_bt,0.91,0.47460504795891634
000,40,1,17,slate_bt,0.92,0.6215800598953786
000,40,1,18,slate_bt,0.89,0.18554106816635024
000,40,1,19,slate_bt,0.91,0.31587010431824236
000,40,1,20,slate_bt,0.85,0.18265193384579062
000,40,1,21,slate_bt,0.9,0.20511363483347292
000,40,1,22,slate_bt,0.82,0.707062107690337
000,40,1,23,slate_bt,0.92,0.4682095876878282
000,40,1,24,slate_bt,0.89,0.4485098246330942
000,40,1,25,slate_bt,0.87,0.39144781257353894
000,40,1,26,slate_bt,0.92,0.48159091366877493
000,40,1,27,slate_bt,0.94,0.47899046869087675
000,40,1,28,slate_bt,0.88,0.41603070609008663
000,40,1,29,slate_bt,0.89,0.3354520783682078
000,40,1,30,slate_bt,0.96,0.19996386377963762
000,40,1,31,slate_bt,0.93,0.4667061681123513
000,40,1,32,slate_bt,0.95,0.25656867164241687
000,40,1,33,slate_bt,0.85,0.17088544675024947
000,40,1,34,slate_bt,0.87,0.15913044144579053
000,40,1,35,slate_bt,0.86,0.2690352671254489
000,40,1,36,slate_bt,0.9,0.25387914002561784
000,40,1,37,slate_bt,0.9,0.3708328661011162
000,40,1,38,slate_bt,0.92,0.5406479757552696
000,40,1,39,slate_bt,0.89,0.39529344487872375
200,40,1,0,slate_bt,0.86,0.5067062288004551
200,40,1,1,slate_bt,0.92,0.18846106424925058
200,40,1,2,slate_bt,0.85,0.16892110964447585
200,40,1,3,slate_bt,0.88,0.4364618345440746
200,40,1,4,slate_bt,0.87,0.4542258059526817
200,40,1,5,slate_bt,0.92,0.18952490767469238
200,40,1,6,slate_bt,0.91,0.4884266570410143
200,40,1,7,slate_bt,0.82,0.2621423066776351
200,40,1,8,slate_bt,0.88,0.3792411743033005
200,40,1,9,slate_bt,0.91,0.33968791111252
200,40,1,10,slate_bt,0.89,0.18751836900793542
200,40,1,11,slate_bt,0.86,0.13545975342273678
200,40,1,12,slate_bt,0.91,0.22390623447318192
200,40,1,13,slate_bt,0.85,0.3921293902297987
200,40,1,14,slate_bt,0.9,0.1715524047911032
200,40,1,15,slate_bt,0.89,0.3159107778663176
200,40,1,16,slate_bt,0.87,0.5753187097542489
200,40,1,17,slate_bt,0.92,0.3807775941780482
200,40,1,18,slate_bt,0.91,0.21560957830474095
200,40,1,19,slate_bt,0.93,0.17544800218458217
200,40,1,20,slate_bt,0.91,0.38496460159763274
200,40,1,21,slate_bt,0.93,0.18219167298712624
200,40,1,22,slate_bt,0.86,0.49368813811167755
200,40,1,23,slate_bt,0.92,0.37699347204354805
200,40,1,24,slate_bt,0.89,0.362524283746746
200,40,1,25,slate_bt,0.9,0.4523069199915991
200,40,1,26,slate_bt,0.91,0.48250597733637235
200,40,1,27,slate_bt,0.89,0.42278179488790485
200,40,1,28,slate_bt,0.93,0.39903904113075417
200,40,1,29,slate_bt,0.92,0.7650949524939832
200,40,1,30,slate_bt,0.91,0.5596779731027343
200,40,1,31,slate_bt,0.91,0.4153211142628555
200,40,1,32,slate_bt,0.9,0.2699306417541717
200,40,1,33,slate_bt,0.89,0.1560782883388148
200,40,1,34,slate_bt,0.83,0.21754102937982814
200,40,1,35,slate_bt,0.88,0.4501549199474365
200,40,1,36,slate_bt,0.91,0.24385967437399494
200,40,1,37,slate_bt,0.91,0.40756763278547875
200,40,1,38,slate_bt,0.89,0.44252303102817375
200,40,1,39,slate_bt,0.9,0.5488049376017363
400,40,1,0,slate_bt,0.89,0.27912151309713085
400,40,1,1,slate_bt,0.84,0.27315185913888823
400,40,1,2,slate_bt,0.87,0.2515511123180732
400,40,1,3,slate_bt,0.95,0.14784206038249006
400,40,1,4,slate_bt,0.8,0.541530492286054
400,40,1,5,slate_bt,0.91,0.19320270356155714
400,40,1,6,slate_bt,0.84,0.2671337214282788
400,40,1,7,slate_bt,0.92,0.24522024017140864
400,40,1,8,slate_bt,0.89,0.7549856632411407
400,40,1,9,slate_bt,0.89,0.30208214872786293
400,40,1,10,slate_bt,0.97,0.4779318977513169
400,40,1,11,slate_bt,0.91,0.3895709418640227
400,40,1,12,slate_bt,0.91,0.386286429222254
400,40,1,13,slate_bt,0.89,0.1817412502407886
400,40,1,14,slate_bt,0.89,0.4544367078892989
400,40,1,15,slate_bt,0.85,0.17745463722007562
400,40,1,16,slate_bt,0.91,0.2893250302219739
400,40,1,17,slate_bt,0.89,0.4876984883562577
400,40,1,18,slate_bt,0.87,0.225261421598673
400,40,1,19,slate_bt,0.85,0.4358535564575597
400,40,1,20,slate_bt,0.85,0.38206262700562077
400,40,1,21,slate_bt,0.88,0.20681799122243033
400,40,1,22,slate_bt,0.86,0.40357135071503314
400,40,1,23,slate_bt,0.85,0.3844911531324836
400,40,1,24,slate_bt,0.96,0.3728867990608417
400,40,1,25,slate_bt,0.92,0.5038920782486808
400,40,1,26,slate_bt,0.88,0.28300240345736777
400,40,1,27,slate_bt,0.87,0.4870168612842252
400,40,1,28,slate_bt,0.89,0.2627600258013966
400,40,1,29,slate_bt,0.88,0.3624091096514121
400,40,1,30,slate_bt,0.88,0.6845441053622019
400,40,1,31,slate_bt,0.86,0.19502227586289764
400,40,1,32,slate_bt,0.93,0.20432158296184894
400,40,1,33,slate_bt,0.91,0.1829188443491328
400,40,1,34,slate_bt,0.87,0.21856118847045067
400,40,1,35,slate_bt,0.93,0.5436105555297146
400,40,1,36,slate_bt,0.91,0.3989761241668492
400,40,1,37,slate_bt,0.85,0.3804024342678229
400,40,1,38,slate_bt,0.88,0.5917101174487808
400,40,1,39,slate_bt,0.9,0.39220380691611534
600,40,1,0,slate_bt,0.87,0.39275811342121
600,40,1,1,slate_bt,0.91,0.18192822810087925
600,40,1,2,slate_bt,0.91,0.18971928869582558
600,40,1,3,slate_bt,0.88,0.1916070388240742
600,40,1,4,slate_bt,0.86,0.45991671295795755
600,40,1,5,slate_bt,0.88,0.29806511289368737
600,40,1,6,slate_bt,0.91,0.3884169816207626
600,40,1,7,slate_bt,0.93,0.1628250404463144
600,40,1,8,slate_bt,0.89,0.5993277077954707
600,40,1,9,slate_bt,0.9,0.3646700973302486
600,40,1,10,slate_bt,0.87,0.45298038607785385
600,40,1,11,slate_bt,0.95,0.18501433456301722
600,40,1,12,slate_bt,0.91,0.45485064443893375
600,40,1,13,slate_bt,0.9,0.20447279199181786
600,40,1,14,slate_bt,0.91,0.4247413454106608
600,40,1,15,slate_bt,0.88,0.14977752926305077
600,40,1,16,slate_bt,0.89,0.177070250779889
600,40,1,17,slate_bt,0.93,0.2661767668653298
600,40,1,18,slate_bt,0.86,0.321622568427732
600,40,1,19,slate_bt,0.92,0.27323335605544197
600,40,1,20,slate_bt,0.9,0.42247156681045744
600,40,1,21,slate_bt,0.93,0.30197765455334397
600,40,1,22,slate_bt,0.86,0.4188386885287239
600,40,1,23,slate_bt,0.89,0.5606302578620918
600,40,1,24,slate_bt,0.89,0.775335143206536
600,40,1,25,slate_bt,0.9,0.27390811339198434
600,40,1,26,slate_bt,0.93,0.3697792364747351
600,40,1,27,slate_bt,0.9,0.38595683851708257
600,40,1,28,slate_bt,0.83,0.5320108217554967
600,40,1,29,slate_bt,0.92,0.5281962674552162
600,40,1,30,slate_bt,0.95,0.3264710163502796
600,40,1,31,slate_bt,0.91,0.14467665492994103
600,40,1,32,slate_bt,0.87,0.27450477034480025
600,40,1,33,slate_bt,0.84,0.28153216585268354
600,40,1,34,slate_bt,0.93,0.2285922909237937
600,40,1,35,slate_bt,0.92,0.4381808035862925
600,40,1,36,slate_bt,0.92,0.31301339049433685
600,40,1,37,slate_bt,0.92,0.42979350543551015
600,40,1,38,slate_bt,0.84,0.4183926976505539
600,40,1,39,slate_bt,0.9,0.585553376140571
800,40,1,0,slate_bt,0.87,0.43199662407537404
800,40,1,1,slate_bt,0.9,0.46831159327630234
800,40,1,2,slate_bt,0.86,0.13995223208217636
800,40,1,3,slate_bt,0.94,0.19793752745189155
800,40,1,4,slate_bt,0.92,0.23595036765627272
800,40,1,5,slate_bt,0.88,0.5954859049955809
800,40,1,6,slate_bt,0.85,0.49217519019305966
800,40,1,7,slate_bt,0.9,0.22691409847867283
800,40,1,8,slate_bt,0.89,0.25982417103722755
800,40,1,9,slate_bt,0.93,0.34558512600126184
800,40,1,10,slate_bt,0.86,0.20809883172681048
800,40,1,11,slate_bt,0.89,0.437085249131708
800,40,1,12,slate_bt,0.88,0.26464304742308087
800,40,1,13,slate_bt,0.87,0.37594739007568295
800,40,1,14,slate_bt,0.83,0.13779184488313334
800,40,1,15,slate_bt,0.85,0.21744731025905398
800,40,1,16,slate_bt,0.88,0.16301251770098044
800,40,1,17,slate_bt,0.92,0.5385143431116092
800,40,1,18,slate_bt,0.89,0.415101722950577
800,40,1,19,slate_bt,0.9,0.257893644903501
800,40,1,20,slate_bt,0.89,0.2715252816811596
800,40,1,21,slate_bt,0.86,0.26087615995519636
800,40,1,22,slate_bt,0.93,0.4358783370813928
800,40,1,23,slate_bt,0.93,0.4102394560337792
800,40,1,24,slate_bt,0.86,0.2595677566600556
800,40,1,25,slate_bt,0.87,0.4961863443679492
800,40,1,26,slate_bt,0.88,0.8333623957543593
800,40,1,27,slate_bt,0.92,0.49415563388995215
800,40,1,28,slate_bt,0.92,0.489974625799603
800,40,1,29,slate_bt,0.91,0.5324502813480863
800,40,1,30,slate_bt,0.93,0.40354076467758465
800,40,1,31,slate_bt,0.89,0.2647396662659342
800,40,1,32,slate_bt,0.86,0.27566589656458496
800,40,1,33,slate_bt,0.88,0.16736641479338732
800,40,1,34,slate_bt,0.85,0.23062932372036965
800,40,1,35,slate_bt,0.86,0.4415548651594311
800,40,1,36,slate_bt,0.9,0.42467855488827505
800,40,1,37,slate_bt,0.93,0.36956592432129554
800,40,1,38,slate_bt,0.84,0.3035235759239146
800,40,1,39,slate_bt,0.87,0.3768614102635642
000,80,1,0,cambridge,0.99,0.5211200970982005
000,80,1,1,cambridge,0.94,0.38908298781386147
000,80,1,2,cambridge,0.98,0.27830612310356995
000,80,1,3,cambridge,1.0,0.48728659595855117
000,80,1,4,cambridge,0.97,0.3636260025222556
000,80,1,5,cambridge,0.98,0.18284971132225622
000,80,1,6,cambridge,0.99,0.5664526844919234
000,80,1,7,cambridge,0.97,0.551810893144927
000,80,1,8,cambridge,0.98,0.2674477757770044
000,80,1,9,cambridge,0.99,0.2169955836579046
000,80,1,10,cambridge,0.96,0.21722030539302944
000,80,1,11,cambridge,0.97,0.11448304568684432
000,80,1,12,cambridge,0.99,0.6849022298189326
000,80,1,13,cambridge,0.97,0.49487223784021483
000,80,1,14,cambridge,0.98,0.33530763063766805
000,80,1,15,cambridge,0.96,0.4413089452009053
000,80,1,16,cambridge,0.99,0.6562450693302312
000,80,1,17,cambridge,0.97,0.4552533054064668
000,80,1,18,cambridge,0.99,0.18777405554192317
000,80,1,19,cambridge,0.98,0.32008610820765515
000,80,1,20,cambridge,0.97,0.2461852603451101
000,80,1,21,cambridge,0.98,0.3874818323733649
000,80,1,22,cambridge,0.98,0.45580431306992464
000,80,1,23,cambridge,0.97,0.18622921788981073
000,80,1,24,cambridge,0.98,0.14799063150021566
000,80,1,25,cambridge,0.99,0.23851938742261322
000,80,1,26,cambridge,0.98,0.8426354492265768
000,80,1,27,cambridge,0.99,0.1950150695812071
000,80,1,28,cambridge,0.98,0.5850893471236326
000,80,1,29,cambridge,0.96,0.19734840796730488
000,80,1,30,cambridge,0.98,0.34257486367320716
000,80,1,31,cambridge,0.99,0.48265696527097235
000,80,1,32,cambridge,0.99,0.4036190989040869
000,80,1,33,cambridge,0.98,0.18168575284172403
000,80,1,34,cambridge,1.0,0.3961545173481693
000,80,1,35,cambridge,1.0,0.5128481783875765
000,80,1,36,cambridge,0.99,0.3948116947096206
000,80,1,37,cambridge,0.99,0.2564851585111395
000,80,1,38,cambridge,0.99,0.2186827090052096
000,80,1,39,cambridge,0.99,0.47079947988284016
000,80,1,40,cambridge,0.97,0.5600844039637811
000,80,1,41,cambridge,0.97,0.5172917069641606
000,80,1,42,cambridge,0.97,0.31143708602297737
000,80,1,43,cambridge,0.98,0.6316368018859179
000,80,1,44,cambridge,0.99,0.1855336368234699
000,80,1,45,cambridge,0.97,0.22698532565366228
000,80,1,46,cambridge,0.97,0.25183233013940576
000,80,1,47,cambridge,0.99,0.19531531722631143
000,80,1,48,cambridge,0.96,0.2763680908607422
000,80,1,49,cambridge,0.96,0.3270865854508977
000,80,1,50,cambridge,0.99,0.1858425223757015
000,80,1,51,cambridge,0.98,0.4349723733561339
000,80,1,52,cambridge,0.98,0.15596062685192
000,80,1,53,cambridge,0.99,0.27411750544192437
000,80,1,54,cambridge,0.99,0.15757260570392187
000,80,1,55,cambridge,0.96,0.4801847032068953
000,80,1,56,cambridge,1.0,0.5974965965814552
000,80,1,57,cambridge,0.99,0.6011320428153413
000,80,1,58,cambridge,0.96,0.25583754582479673
000,80,1,59,cambridge,0.98,0.1686367640247282
000,80,1,60,cambridge,0.97,0.5328561133019686
000,80,1,61,cambridge,0.98,0.291067530074523
000,80,1,62,cambridge,0.97,0.11589316920031548
000,80,1,63,cambridge,0.98,0.17096402973154345
000,80,1,64,cambridge,0.97,0.492694000555137
000,80,1,65,cambridge,1.0,0.4500394334850268
000,80,1,66,cambridge,0.99,0.3823337047310555
000,80,1,67,cambridge,0.96,0.22528508647690576
000,80,1,68,cambridge,1.0,0.4413894408964265
000,80,1,69,cambridge,0.99,0.4277832905494316
000,80,1,70,cambridge,0.99,0.3822788215319881
000,80,1,71,cambridge,0.98,0.12194272871780826
000,80,1,72,cambridge,0.96,0.5202312749440698
000,80,1,73,cambridge,1.0,0.2330859428038561
000,80,1,74,cambridge,0.97,0.25432253445498476
000,80,1,75,cambridge,0.97,0.2443815942770658
000,80,1,76,cambridge,0.98,0.4894308226405702
000,80,1,77,cambridge,0.98,0.36778504371640686
000,80,1,78,cambridge,0.99,0.32557005777961207
000,80,1,79,cambridge,0.97,0.20502181630938507
200,80,1,0,cambridge,0.96,0.17343238836052788
200,80,1,1,cambridge,0.94,0.31658593338008795
200,80,1,2,cambridge,0.99,0.256285979622587
200,80,1,3,cambridge,0.96,0.4591545780855086
200,80,1,4,cambridge,0.97,0.3416112022001113
200,80,1,5,cambridge,0.99,0.616644096672382
200,80,1,6,cambridge,0.98,0.33437999390709927
200,80,1,7,cambridge,0.99,0.4605525782661198
200,80,1,8,cambridge,0.99,0.5114298062944481
200,80,1,9,cambridge,0.97,0.2845090696566951
200,80,1,10,cambridge,0.99,0.1541038435164883
200,80,1,11,cambridge,0.97,0.21560925538699194
200,80,1,12,cambridge,1.0,0.3316515565620608
200,80,1,13,cambridge,0.95,0.46509487821854706
200,80,1,14,cambridge,0.99,0.507201701341525
200,80,1,15,cambridge,0.99,0.32651085238800026
200,80,1,16,cambridge,0.98,0.4351536138554964
200,80,1,17,cambridge,0.98,0.2531588322935798
200,80,1,18,cambridge,0.99,0.14196480615025914
200,80,1,19,cambridge,0.96,0.28655827535600337
200,80,1,20,cambridge,0.97,0.24687745586000942
200,80,1,21,cambridge,0.97,0.6871926158688636
200,80,1,22,cambridge,0.99,0.32604426020246957
200,80,1,23,cambridge,0.95,0.3999951401525992
200,80,1,24,cambridge,0.99,0.38226527383356934
200,80,1,25,cambridge,0.99,0.27608137539684396
200,80,1,26,cambridge,0.99,0.3194519905824198
200,80,1,27,cambridge,0.99,0.11357974515869253
200,80,1,28,cambridge,0.98,0.8830823067885578
200,80,1,29,cambridge,0.97,0.48148053586063744
200,80,1,30,cambridge,0.98,0.3690108073355173
200,80,1,31,cambridge,0.99,0.48265696527097235
200,80,1,32,cambridge,0.98,0.24089946301845733
200,80,1,33,cambridge,0.99,0.14438305997245524
200,80,1,34,cambridge,0.97,0.18096770868844791
200,80,1,35,cambridge,0.96,0.2674329844871613
200,80,1,36,cambridge,0.98,0.2958050058163906
200,80,1,37,cambridge,0.99,0.11354904542631784
200,80,1,38,cambridge,0.97,0.5930179496919159
200,80,1,39,cambridge,0.98,0.6160134823085213
200,80,1,40,cambridge,0.97,0.49661885833068503
200,80,1,41,cambridge,0.98,0.49574854209129526
200,80,1,42,cambridge,0.98,0.2916686994009639
200,80,1,43,cambridge,0.96,0.39233686335334583
200,80,1,44,cambridge,0.95,0.26246099973024284
200,80,1,45,cambridge,0.97,0.21751457051037637
200,80,1,46,cambridge,0.99,0.23446437805799752
200,80,1,47,cambridge,0.96,0.17580278693476575
200,80,1,48,cambridge,0.99,0.3148179224702131
200,80,1,49,cambridge,1.0,0.43185057923683284
200,80,1,50,cambridge,0.99,0.12044038376603682
200,80,1,51,cambridge,0.95,0.4929945251440238
200,80,1,52,cambridge,0.98,0.13451240930012728
200,80,1,53,cambridge,0.99,0.3230162091800366
200,80,1,54,cambridge,0.99,0.1813169324284086
200,80,1,55,cambridge,0.95,0.4496491173673984
200,80,1,56,cambridge,0.97,0.23344848166056364
200,80,1,57,cambridge,0.98,0.3994876292466765
200,80,1,58,cambridge,0.92,0.22752600862725197
200,80,1,59,cambridge,1.0,0.3407388271764402
200,80,1,60,cambridge,0.99,0.49656244304489583
200,80,1,61,cambridge,0.99,0.1678855505227999
200,80,1,62,cambridge,0.94,0.1884596582158045
200,80,1,63,cambridge,1.0,0.4624918153008041
200,80,1,64,cambridge,0.98,0.5672419019293395
200,80,1,65,cambridge,0.98,0.6430840628205511
200,80,1,66,cambridge,0.97,0.5476959063100673
200,80,1,67,cambridge,0.99,0.4446747077101257
200,80,1,68,cambridge,0.95,0.39977195638927465
200,80,1,69,cambridge,0.98,0.6325803374264919
200,80,1,70,cambridge,0.97,0.4752646883388011
200,80,1,71,cambridge,0.98,0.21234472841495503
