GEOID,assignment
060014001001,8
060014001002,8
060014002001,8
060014002002,8
060014003001,8
060014003002,8
060014003003,8
060014003004,8
060014004001,8
060014004002,8
060014004003,8
060014005001,8
060014005002,8
060014005003,8
060014006001,8
060014006002,8
060014007001,8
060014007002,8
060014007003,8
060014007004,8
060014008001,8
060014008002,8
060014008003,8
060014009001,8
060014009002,8
060014010001,8
060014010002,8
060014010003,8
060014010004,8
060014010005,8
060014010006,8
060014011001,8
060014011002,8
060014011003,8
060014011004,8
060014012001,8
060014012002,8
060014012003,8
060014013001,8
060014013002,8
060014013003,8
060014014001,8
060014014002,8
060014014003,8
060014015001,8
060014015002,8
060014015003,8
060014016001,8
060014016002,8
060014017001,8
060014017002,8
060014017003,8
060014018001,8
060014018002,8
060014022001,8
060014022002,8
060014022003,8
060014024001,8
060014024002,8
060014025001,8
060014025002,4
060014026001,8
060014027001,8
060014027002,8
060014028011,8
060014028012,8
060014028013,8
060014028021,8
060014028022,8
060014029001,8
060014029002,8
060014030001,8
060014030002,8
060014030003,8
060014031001,8
060014031002,8
060014033011,8
060014033012,8
060014033021,8
060014033022,8
060014033023,8
060014034011,8
060014034012,8
060014034013,8
060014034021,8
060014034022,8
060014035011,8
060014035012,8
060014035013,8
060014035014,8
060014035021,8
060014035022,8
060014036001,8
060014036002,8
060014036003,8
060014037011,8
060014037012,8
060014037021,8
060014037022,8
060014038001,8
060014038002,8
060014038003,8
060014038004,8
060014039001,8
060014039002,8
060014039003,8
060014040001,8
060014040002,8
060014040003,8
060014041011,8
060014041012,8
060014041013,8
060014041021,8
060014041022,8
060014042001,8
060014042002,8
060014042003,8
060014043001,8
060014043002,8
060014043003,8
060014044001,8
060014044002,8
060014044003,8
060014044004,8
060014045011,8
060014045021,8
060014045022,8
060014045023,8
060014045024,8
060014046001,8
060014046002,8
060014046003,8
060014046004,8
060014047001,8
060014047002,8
060014048001,8
060014048002,8
060014049001,8
060014049002,8
060014049003,8
060014049004,8
060014050001,8
060014050002,8
060014050003,8
060014051001,8
060014051002,8
060014051003,8
060014051004,8
060014051005,8
060014052001,8
060014052002,8
060014052003,8
060014052004,8
060014053011,8
060014053012,8
060014053013,8
060014053021,8
060014053022,8
060014054011,8
060014054012,8
060014054013,8
060014054021,8
060014054022,8
060014055001,8
060014055002,8
060014055003,8
060014055004,8
060014056001,8
060014056002,8
060014056003,8
060014057001,8
060014057002,8
060014057003,8
060014058001,8
060014058002,8
060014058003,8
060014058004,8
060014059011,8
060014059012,8
060014059013,8
060014059021,8
060014059022,8
060014060001,8
060014060002,8
060014060003,8
060014060004,8
060014061001,8
060014061002,8
060014061003,8
060014061004,8
060014062011,8
060014062012,8
060014062013,8
060014062014,8
060014062021,8
060014062022,8
060014062023,8
060014063001,8
060014063002,8
060014063003,8
060014063004,8
060014064001,8
060014064002,8
060014065001,8
060014065002,8
060014065003,8
060014065004,8
060014066011,8
060014066012,8
060014066013,8
