GEOID,assignment
060014001001,50
060014001002,71
060014002001,50
060014002002,71
060014003001,71
060014003002,71
060014003003,71
060014003004,71
060014004001,50
060014004002,71
060014004003,71
060014005001,71
060014005002,71
060014005003,71
060014006001,71
060014006002,71
060014007001,71
060014007002,71
060014007003,71
060014007004,71
060014008001,71
060014008002,71
060014008003,71
060014009001,71
060014009002,71
060014010001,71
060014010002,71
060014010003,71
060014010004,71
060014010005,71
060014010006,71
060014011001,71
060014011002,71
060014011003,71
060014011004,71
060014012001,71
060014012002,71
060014012003,71
060014013001,71
060014013002,71
060014013003,71
060014014001,71
060014014002,71
060014014003,71
060014015001,71
060014015002,71
060014015003,71
060014016001,71
060014016002,71
060014017001,71
060014017002,71
060014017003,71
060014018001,71
060014018002,71
060014022001,19
060014022002,19
060014022003,19
060014024001,19
060014024002,19
060014025001,19
060014025002,19
060014026001,19
060014027001,71
060014027002,19
060014028011,71
060014028012,71
060014028013,71
060014028021,71
060014028022,71
060014029001,71
060014029002,71
060014030001,71
060014030002,71
060014030003,71
060014031001,71
060014031002,71
060014033011,71
060014033012,71
060014033021,71
060014033022,71
060014033023,71
060014034011,71
060014034012,71
060014034013,71
060014034021,71
060014034022,71
060014035011,71
060014035012,71
060014035013,71
060014035014,71
060014035021,71
060014035022,71
060014036001,71
060014036002,71
060014036003,71
060014037011,71
060014037012,71
060014037021,71
060014037022,71
060014038001,71
060014038002,71
060014038003,71
060014038004,71
060014039001,71
060014039002,71
060014039003,71
060014040001,71
060014040002,71
060014040003,71
060014041011,71
060014041012,71
060014041013,71
060014041021,71
060014041022,71
060014042001,71
060014042002,71
060014042003,71
060014043001,71
060014043002,71
060014043003,71
060014044001,71
060014044002,71
060014044003,71
060014044004,71
060014045011,71
060014045021,71
060014045022,71
060014045023,71
060014045024,71
060014046001,71
060014046002,71
060014046003,71
060014046004,71
060014047001,71
060014047002,71
060014048001,71
060014048002,71
060014049001,71
060014049002,71
060014049003,71
060014049004,71
060014050001,71
060014050002,71
060014050003,71
060014051001,71
060014051002,71
060014051003,71
060014051004,71
060014051005,71
060014052001,71
060014052002,71
060014052003,71
060014052004,71
060014053011,71
060014053012,71
060014053013,71
060014053021,71
060014053022,71
060014054011,71
060014054012,71
060014054013,71
060014054021,71
060014054022,71
060014055001,71
060014055002,71
060014055003,71
060014055004,71
060014056001,71
060014056002,71
060014056003,71
060014057001,71
060014057002,71
060014057003,71
060014058001,71
060014058002,71
060014058003,71
060014058004,71
060014059011,71
060014059012,71
060014059013,71
060014059021,71
060014059022,71
060014060001,71
060014060002,71
060014060003,71
060014060004,71
060014061001,71
060014061002,71
060014061003,71
060014061004,71
060014062011,71
060014062012,71
060014062013,71
060014062014,71
060014062021,71
060014062022,71
060014062023,71
060014063001,71
060014063002,71
060014063003,71
060014063004,71
060014064001,71
060014064002,71
060014065001,71
060014065002,71
060014065003,71
060014065004,71
060014066011,71
060014066012,71
060014066013,71
060014066014,71
060014066021,71
060014066022,71
060014067001,71
060014067002,71
060014067003,71
060014067004,71
060014067005,71
060014068001,71
060014068002,71
060014068003,71
060014068004,71
060014069001,71
060014069002,71
060014069003,71
060014070001,71
060014070002,71
060014070003,71
060014070004,71
060014070005,71
060014071011,71
060014071012,71
060014071021,71
060014071022,71
060014071023,71
060014071024,71
060014072001,71
060014072002,71
060014072003,71
060014072004,71
060014073001,71
060014073002,71
