GEOID,assignment
060014001001,34
060014001002,34
060014002001,34
060014002002,34
060014003001,34
060014003002,34
060014003003,34
060014003004,34
060014004001,34
060014004002,34
060014004003,34
060014005001,34
060014005002,34
060014005003,34
060014006001,34
060014006002,34
060014007001,34
060014007002,34
060014007003,34
060014007004,34
060014008001,34
060014008002,34
060014008003,34
060014009001,34
060014009002,34
060014010001,34
060014010002,34
060014010003,34
060014010004,34
060014010005,34
060014010006,34
060014011001,34
060014011002,34
060014011003,34
060014011004,34
060014012001,34
060014012002,34
060014012003,34
060014013001,34
060014013002,34
060014013003,34
060014014001,34
060014014002,34
060014014003,34
060014015001,34
060014015002,34
060014015003,34
060014016001,34
060014016002,34
060014017001,34
060014017002,34
060014017003,34
060014018001,34
060014018002,34
060014022001,34
060014022002,34
060014022003,34
060014024001,34
060014024002,34
060014025001,34
060014025002,34
060014026001,34
060014027001,34
060014027002,34
060014028011,34
060014028012,34
060014028013,34
060014028021,34
060014028022,34
060014029001,34
060014029002,34
060014030001,34
060014030002,34
060014030003,34
060014031001,34
060014031002,34
060014033011,34
060014033012,34
060014033021,34
060014033022,34
060014033023,34
060014034011,34
060014034012,34
060014034013,34
060014034021,34
060014034022,34
060014035011,34
060014035012,34
060014035013,34
060014035014,34
060014035021,34
060014035022,34
060014036001,34
060014036002,34
060014036003,34
060014037011,34
060014037012,34
060014037021,34
060014037022,34
060014038001,34
060014038002,34
060014038003,34
060014038004,34
060014039001,34
060014039002,34
060014039003,34
060014040001,34
060014040002,34
060014040003,34
060014041011,34
060014041012,34
060014041013,34
060014041021,34
060014041022,34
060014042001,34
060014042002,34
060014042003,34
060014043001,34
060014043002,34
060014043003,34
060014044001,34
060014044002,34
060014044003,34
060014044004,34
060014045011,18
060014045021,34
060014045022,34
060014045023,18
060014045024,18
060014046001,18
060014046002,18
060014046003,18
060014046004,18
060014047001,18
060014047002,18
060014048001,18
060014048002,18
060014049001,18
060014049002,18
060014049003,18
060014049004,18
060014050001,18
060014050002,34
060014050003,18
060014051001,34
060014051002,34
060014051003,34
060014051004,34
060014051005,34
060014052001,34
060014052002,34
060014052003,34
060014052004,34
060014053011,34
060014053012,34
060014053013,34
060014053021,34
060014053022,34
060014054011,34
060014054012,34
060014054013,34
060014054021,34
060014054022,34
060014055001,18
060014055002,34
060014055003,34
060014055004,34
060014056001,18
060014056002,18
060014056003,34
060014057001,18
060014057002,18
060014057003,18
060014058001,18
060014058002,18
060014058003,18
060014058004,18
060014059011,18
060014059012,18
060014059013,18
060014059021,18
060014059022,34
060014060001,18
060014060002,34
060014060003,34
060014060004,34
060014061001,18
060014061002,18
060014061003,18
060014061004,18
060014062011,18
060014062012,18
060014062013,18
060014062014,18
060014062021,18
060014062022,18
060014062023,18
060014063001,18
060014063002,18
060014063003,18
060014063004,18
060014064001,18
060014064002,18
060014065001,18
060014065002,18
060014065003,18
060014065004,18
060014066011,18
060014066012,18
060014066013,18
060014066014,18
060014066021,18
060014066022,18
060014067001,18
060014067002,18
060014067003,18
060014067004,18
060014067005,18
060014068001,18
060014068002,18
060014068003,18
060014068004,18
060014069001,18
060014069002,18
060014069003,18
060014070001,18
060014070002,18
060014070003,18
060014070004,18
060014070005,18
060014071011,18
060014071012,18
060014071021,18
060014071022,18
060014071023,18
060014071024,18
060014072001,18
060014072002,18
060014072003,18
060014072004,18
060014073001,18
060014073002,18
060014074001,18
060014074002,18
060014074003,18
060014075001,18
060014075002,18
060014075003,18
060014076001,18
060014076002,18
060014076003,18
060014076004,18
060014076005,18
060014077001,18
060014077002,18
060014077003,18
060014077004,18
060014078001,18
060014078002,18
060014079001,18
060014079002,18
060014079003,18
060014080001,18
060014080002,18
060014081001,18
060014081002,18
060014081003,18
060014081004,18
060014081005,18
060014082001,18
060014082002,18
060014082003,18
060014083001,18
060014083002,18
060014083003,18
060014083004,18
060014083005,18
060014084001,18
060014084002,18
060014084003,18
060014085001,18
060014085002,18
060014085003,18
060014085004,18
060014085005,18
060014086001,18
060014086002,18
060014086003,18
060014086004,18
060014087001,18
060014087002,18
060014087003,18
060014087004,18
060014087005,18
060014087006,18
060014088001,18
060014088002,18
060014088003,18
060014088004,18
060014089001,18
060014089002,18
060014090001,18
060014090002,21
060014090003,18
060014091001,18
060014091002,18
060014092001,32
060014092002,18
060014093001,32
060014093002,32
060014093003,18
060014093004,32
060014094001,18
060014094002,18
060014094003,18
060014095001,18
060014095002,18
060014095003,18
060014096001,18
060014096002,18
060014096003,18
060014096004,18
060014096005,18
060014097001,18
060014097002,18
060014097003,18
060014097004,18
060014098001,18
060014098002,18
060014098003,18
060014099001,18
060014099002,18
060014099003,18
060014099004,18
060014100001,18
060014100002,18
060014100003,18
060014101001,18
060014101002,18
060014102001,18
060014102002,18
060014102003,18
060014103001,18
060014103002,18
060014103003,32
060014104001,18
060014104002,18
060014104003,32
060014105001,34
060014105002,34
060014201001,34
060014201002,34
060014201003,34
060014202001,34
060014202002,34
060014202003,34
060014203011,34
060014203021,34
060014203022,34
060014204011,34
060014204012,34
060014204021,34
060014204022,34
060014205001,34
060014205002,34
060014206001,34
060014206002,34
060014206003,34
060014211001,34
060014211002,34
060014212001,34
060014212002,34
060014212003,34
060014212004,34
060014213001,34
060014213002,34
060014213003,34
060014213004,34
060014214001,34
060014214002,34
060014215001,34
060014215002,34
060014215003,34
060014216001,34
060014216002,34
060014216003,34
060014216004,34
060014217001,34
060014217002,34
060014217003,34
060014218001,34
060014218002,34
060014219001,34
060014219002,34
060014219003,34
060014219004,34
060014220001,34
060014220002,34
060014221001,34
060014221002,34
060014222001,34
060014222002,34
060014222003,34
060014223001,34
060014223002,34
060014223003,34
060014224001,34
060014224002,34
060014224003,34
060014224004,34
060014225001,34
060014225002,34
060014225003,34
060014227001,34
060014227002,34
060014227003,34
060014227004,34
060014228001,34
060014228002,34
060014228003,34
060014228004,34
060014229011,34
060014229012,34
060014229021,34
060014229022,34
060014229023,34
060014230001,34
060014230002,34
060014230003,34
060014231001,34
060014231002,34
060014231003,34
060014231004,34
060014232001,34
060014232002,34
060014233001,34
060014233002,34
060014233003,34
060014234001,34
060014234002,34
060014234003,34
060014234004,34
060014235001,34
060014235002,34
060014235003,34
060014236011,34
060014236012,34
060014236021,34
060014236022,34
060014236023,34
060014237001,34
060014237002,34
060014237003,34
060014238001,34
060014238002,34
060014238003,34
060014239011,34
060014239012,34
060014239021,34
060014239022,34
060014240011,34
060014240012,34
060014240013,34
060014240014,34
060014240021,34
060014240022,34
060014251011,34
060014251012,34
060014251021,34
060014251022,34
060014251023,34
060014251031,34
060014251032,34
060014251033,34
060014251041,34
060014251042,34
060014251043,34
060014251044,34
060014251045,34
060014261001,18
060014261002,34
060014261003,18
060014261004,34
060014261005,34
060014261006,18
060014262001,34
060014262002,34
060014262003,34
060014271001,18
060014271002,18
060014271003,18
060014272001,18
060014272002,18
060014272003,18
060014272004,18
060014272005,18
060014273001,18
060014273002,34
060014273003,21
060014273004,21
060014273005,21
060014276001,21
060014276002,21
060014276003,21
060014277001,21
060014277002,21
060014277003,21
060014277004,21
060014278001,18
060014278002,18
060014278003,18
060014278004,21
060014278005,21
060014279001,18
060014279002,18
060014279003,18
060014279004,18
060014279005,18
060014280001,18
060014280002,18
060014280003,18
060014281001,18
060014281002,18
060014281003,18
060014281004,18
060014282001,18
060014282002,18
060014282003,18
060014282004,18
060014282005,18
060014283011,18
060014283012,18
060014283013,18
060014283014,18
060014283021,18
060014283022,18
060014283023,18
060014284001,18
060014284002,18
060014284003,18
060014285001,18
060014285002,18
060014285003,18
060014286001,18
060014286002,21
060014287001,21
060014287002,34
060014287003,34
060014301011,18
060014301012,18
060014301013,18
060014301014,18
060014301021,18
060014302001,18
060014302002,18
060014302003,18
060014302004,18
060014302005,18
060014303001,18
060014303002,18
060014303003,18
060014304001,18
060014304002,18
060014305001,18
060014305002,18
060014305003,18
060014306001,18
060014306002,18
060014306003,18
060014306004,18
060014307001,18
060014307002,18
060014307003,18
060014308001,18
060014308002,18
060014308003,18
060014308004,18
060014309001,18
060014309002,18
060014309003,18
060014310001,18
060014310002,18
060014311001,18
060014311002,18
060014312001,18
060014312002,32
060014312003,18
060014321001,18
060014321002,18
060014321003,18
060014322001,32
060014322002,32
060014322003,18
060014323001,32
060014323002,32
060014323003,32
060014324001,32
060014324002,32
060014324003,21
060014325011,32
060014325012,32
060014325013,32
060014325021,18
060014325022,32
060014325023,32
060014326011,32
060014326012,32
060014326021,32
060014326022,32
060014326023,32
060014327001,32
060014327002,32
060014327003,32
060014328001,32
060014328002,18
060014328003,18
060014330001,32
060014330002,18
060014330003,18
060014330004,18
060014331021,32
060014331022,32
060014331031,32
060014331032,32
060014331041,32
060014331042,32
060014331043,32
060014332001,32
060014332002,32
060014332003,32
060014332004,32
060014333001,32
060014333002,32
060014333003,32
060014333004,32
060014333005,32
060014334001,32
060014334002,32
060014334003,32
060014334004,32
060014334005,32
060014334006,32
060014335001,32
060014335002,32
060014335003,32
060014335004,32
060014336001,32
060014336002,32
060014336003,32
060014336004,32
060014337001,32
060014337002,32
060014337003,32
060014338011,32
060014338012,18
060014338021,18
060014338022,32
060014339001,18
060014339002,18
060014339003,18
060014339004,18
060014340001,18
060014340002,32
060014340003,18
060014351021,18
060014351022,32
060014351023,18
060014351031,18
060014351032,18
060014351033,18
060014351034,18
060014351041,18
060014351042,18
060014351043,18
060014351044,18
060014352001,18
060014352002,18
060014353001,18
060014353002,18
060014353003,18
060014354001,32
060014354002,32
060014354003,32
060014355001,32
060014355002,32
060014355003,32
060014356011,32
060014356012,32
060014356013,32
060014356021,32
060014356022,32
060014356023,32
060014356024,32
060014357001,32
060014357002,32
060014357003,32
060014357004,32
060014358001,32
060014358002,32
060014358003,32
060014358004,32
060014359001,32
060014359002,32
060014359003,32
060014359004,32
060014360001,32
060014360002,32
060014360003,32
060014361001,32
060014361002,32
060014361003,32
060014362001,32
060014362002,32
060014363011,32
060014363012,32
060014363021,32
060014363022,32
060014363023,32
060014364021,18
060014364022,18
060014364031,32
060014364032,18
060014364033,18
060014364034,18
060014364041,18
060014364042,18
060014364043,18
060014365001,32
060014365002,32
060014365003,32
060014366011,32
060014366012,32
060014366013,32
060014366021,32
060014366022,32
060014366023,32
060014367001,32
060014367002,32
060014368001,32
060014368002,32
060014369001,32
060014369002,32
060014369003,32
060014369004,32
060014370001,32
060014370002,32
060014370003,32
060014371011,32
060014371012,32
060014371013,32
060014371014,32
060014371021,32
060014371022,32
060014371023,32
060014372001,32
060014372002,32
060014372003,32
060014372004,32
060014372005,32
060014373001,32
060014373002,32
060014373003,32
060014374001,32
060014374002,32
060014375001,32
060014375002,32
060014376001,32
060014376002,32
060014377011,32
060014377012,32
060014377013,32
060014377021,32
060014377022,32
060014377023,32
060014378001,32
060014378002,32
060014378003,32
060014379001,18
060014379002,32
060014380001,18
060014380002,18
060014381001,18
060014381002,18
060014381003,18
060014381004,18
060014381005,18
060014381006,32
060014382011,32
060014382012,32
060014382013,32
060014382031,32
060014382032,32
060014382041,32
060014382042,32
060014382043,32
060014383001,32
060014383002,32
060014383003,32
060014384001,32
060014384002,32
060014401001,18
060014402001,18
060014402002,18
060014402003,32
060014402004,32
060014403011,32
060014403012,32
060014403013,32
060014403014,32
060014403041,32
060014403042,32
060014403043,32
060014403051,32
060014403052,32
060014403053,32
060014403061,32
060014403062,32
060014403071,32
060014403072,32
060014403073,32
060014403081,18
060014403082,18
060014403083,32
060014403084,18
060014403311,32
060014403312,32
060014403321,32
060014403322,32
060014403331,32
060014403332,32
060014403341,32
060014403342,32
060014403361,18
060014403362,18
060014403371,18
060014403381,18
060014403382,18
060014403383,18
060014411001,18
060014411002,18
060014412001,18
060014412002,18
060014412003,18
060014412004,18
060014412005,18
060014413011,18
060014413012,18
060014413021,18
060014413022,18
060014413023,18
060014413024,18
060014414011,18
060014414012,18
060014414013,18
060014414014,32
060014414015,18
060014414021,32
060014414022,32
060014414023,18
060014415011,32
060014415012,32
060014415013,32
060014415031,18
060014415032,18
060014415033,32
060014415034,32
