GEOID,assignment
060014001001,9
060014001002,9
060014002001,9
060014002002,9
060014003001,9
060014003002,9
060014003003,9
060014003004,9
060014004001,9
060014004002,9
060014004003,9
060014005001,9
060014005002,9
060014005003,9
060014006001,9
060014006002,9
060014007001,9
060014007002,9
060014007003,9
060014007004,9
060014008001,9
060014008002,9
060014008003,9
060014009001,9
060014009002,9
060014010001,9
060014010002,9
060014010003,9
060014010004,9
060014010005,9
060014010006,9
060014011001,9
060014011002,9
060014011003,9
060014011004,9
060014012001,9
060014012002,9
060014012003,9
060014013001,9
060014013002,9
060014013003,9
060014014001,9
060014014002,9
060014014003,9
060014015001,9
060014015002,9
060014015003,9
060014016001,9
060014016002,9
060014017001,9
060014017002,9
060014017003,9
060014018001,9
060014018002,9
060014022001,9
060014022002,9
060014022003,9
060014024001,9
060014024002,9
060014025001,9
060014025002,9
060014026001,9
060014027001,9
060014027002,9
060014028011,9
060014028012,9
060014028013,9
060014028021,9
060014028022,9
060014029001,9
060014029002,9
060014030001,9
060014030002,9
060014030003,9
060014031001,9
060014031002,9
060014033011,9
060014033012,9
060014033021,9
060014033022,9
060014033023,9
060014034011,9
060014034012,9
060014034013,9
060014034021,9
060014034022,9
060014035011,9
060014035012,9
060014035013,9
060014035014,9
060014035021,9
060014035022,9
060014036001,9
060014036002,9
060014036003,9
060014037011,9
060014037012,9
060014037021,9
060014037022,9
060014038001,9
060014038002,9
060014038003,9
060014038004,9
060014039001,9
060014039002,9
060014039003,9
060014040001,9
060014040002,9
060014040003,9
060014041011,9
060014041012,9
060014041013,9
060014041021,9
060014041022,9
060014042001,9
060014042002,9
060014042003,9
060014043001,9
060014043002,9
060014043003,9
060014044001,9
060014044002,9
060014044003,9
060014044004,9
060014045011,9
060014045021,9
060014045022,9
060014045023,9
060014045024,9
060014046001,9
060014046002,9
060014046003,9
060014046004,9
060014047001,9
060014047002,9
060014048001,9
060014048002,9
060014049001,9
060014049002,9
060014049003,9
060014049004,9
060014050001,9
060014050002,9
060014050003,9
060014051001,9
060014051002,9
060014051003,9
060014051004,9
060014051005,9
060014052001,9
060014052002,9
060014052003,9
060014052004,9
060014053011,9
060014053012,9
060014053013,9
060014053021,9
060014053022,9
060014054011,9
060014054012,9
060014054013,9
060014054021,9
060014054022,9
060014055001,9
060014055002,9
060014055003,9
060014055004,9
060014056001,9
060014056002,9
060014056003,9
060014057001,9
060014057002,9
060014057003,9
060014058001,9
060014058002,9
060014058003,9
060014058004,9
060014059011,9
060014059012,9
060014059013,9
060014059021,9
060014059022,9
060014060001,9
060014060002,9
060014060003,9
060014060004,9
060014061001,9
060014061002,9
060014061003,9
060014061004,9
060014062011,9
060014062012,9
060014062013,9
060014062014,9
060014062021,9
060014062022,9
060014062023,9
060014063001,9
060014063002,9
060014063003,9
060014063004,9
060014064001,9
060014064002,9
060014065001,9
060014065002,9
060014065003,9
060014065004,9
060014066011,9
060014066012,9
060014066013,9
060014066014,9
060014066021,9
060014066022,9
060014067001,9
060014067002,9
060014067003,9
060014067004,9
060014067005,9
060014068001,9
060014068002,9
060014068003,9
060014068004,9
060014069001,9
060014069002,9
060014069003,9
060014070001,9
060014070002,9
060014070003,9
060014070004,9
060014070005,9
060014071011,9
060014071012,9
060014071021,9
060014071022,9
060014071023,9
060014071024,9
060014072001,9
060014072002,9
060014072003,9
060014072004,9
060014073001,9
060014073002,9
060014074001,9
060014074002,9
060014074003,9
060014075001,9
060014075002,9
060014075003,9
060014076001,9
060014076002,9
060014076003,9
060014076004,9
060014076005,9
060014077001,9
060014077002,9
060014077003,9
060014077004,9
060014078001,9
