GEOID,assignment
060014001001,0
060014001002,0
060014002001,0
060014002002,0
060014003001,0
060014003002,0
060014003003,0
060014003004,0
060014004001,0
060014004002,0
060014004003,0
060014005001,0
060014005002,0
060014005003,0
060014006001,0
060014006002,0
060014007001,0
060014007002,0
060014007003,0
060014007004,0
060014008001,0
060014008002,0
060014008003,0
060014009001,0
060014009002,0
060014010001,0
060014010002,0
060014010003,0
060014010004,0
060014010005,0
060014010006,0
060014011001,0
060014011002,0
060014011003,0
060014011004,0
060014012001,0
060014012002,0
060014012003,0
060014013001,0
060014013002,0
060014013003,0
060014014001,0
060014014002,0
060014014003,0
060014015001,0
060014015002,0
060014015003,0
060014016001,0
060014016002,0
060014017001,0
060014017002,0
060014017003,0
060014018001,0
060014018002,0
060014022001,0
060014022002,0
060014022003,0
060014024001,0
060014024002,0
060014025001,0
060014025002,0
060014026001,0
060014027001,0
060014027002,0
060014028011,0
060014028012,0
060014028013,0
060014028021,0
060014028022,0
060014029001,0
060014029002,0
060014030001,0
060014030002,0
060014030003,0
060014031001,0
060014031002,0
060014033011,0
060014033012,0
060014033021,0
060014033022,0
060014033023,0
060014034011,0
060014034012,0
060014034013,0
060014034021,0
060014034022,0
060014035011,0
060014035012,0
060014035013,0
060014035014,0
060014035021,0
060014035022,0
060014036001,0
060014036002,0
060014036003,0
060014037011,0
060014037012,0
060014037021,0
060014037022,0
060014038001,0
060014038002,0
060014038003,0
060014038004,0
060014039001,0
060014039002,0
060014039003,0
060014040001,0
060014040002,0
060014040003,0
060014041011,0
060014041012,0
060014041013,0
060014041021,0
060014041022,0
060014042001,0
060014042002,0
060014042003,0
060014043001,0
060014043002,0
060014043003,0
060014044001,0
060014044002,0
060014044003,0
060014044004,0
060014045011,0
060014045021,0
060014045022,0
060014045023,0
060014045024,0
060014046001,0
060014046002,0
060014046003,0
060014046004,0
060014047001,0
060014047002,0
060014048001,0
060014048002,0
060014049001,0
060014049002,0
060014049003,0
060014049004,0
060014050001,0
060014050002,0
060014050003,0
060014051001,0
060014051002,0
060014051003,0
060014051004,0
060014051005,0
060014052001,0
060014052002,0
060014052003,0
060014052004,0
060014053011,0
060014053012,0
060014053013,0
060014053021,0
060014053022,0
060014054011,0
060014054012,0
060014054013,0
060014054021,0
060014054022,0
060014055001,0
060014055002,0
060014055003,0
060014055004,0
060014056001,0
060014056002,0
060014056003,0
060014057001,0
060014057002,0
060014057003,0
060014058001,0
060014058002,0
060014058003,0
060014058004,0
060014059011,0
060014059012,0
060014059013,0
060014059021,0
060014059022,0
060014060001,0
060014060002,0
060014060003,0
060014060004,0
060014061001,0
060014061002,0
060014061003,0
060014061004,0
060014062011,0
060014062012,0
060014062013,0
060014062014,0
060014062021,0
060014062022,0
060014062023,0
060014063001,0
060014063002,0
060014063003,0
060014063004,0
060014064001,0
060014064002,0
060014065001,0
060014065002,0
060014065003,0
060014065004,0
060014066011,0
060014066012,0
060014066013,0
060014066014,0
060014066021,0
060014066022,0
060014067001,0
060014067002,0
060014067003,0
060014067004,0
060014067005,0
060014068001,0
060014068002,0
060014068003,0
060014068004,0
060014069001,0
060014069002,0
060014069003,0
060014070001,0
060014070002,0
060014070003,0
060014070004,0
060014070005,0
060014071011,0
060014071012,0
060014071021,0
060014071022,0
060014071023,0
060014071024,0
060014072001,0
060014072002,0
060014072003,0
060014072004,0
060014073001,0
060014073002,0
060014074001,0
060014074002,0
060014074003,0
060014075001,0
060014075002,0
060014075003,0
060014076001,0
060014076002,0
060014076003,0
060014076004,0
060014076005,0
060014077001,0
060014077002,0
060014077003,0
060014077004,0
060014078001,0
060014078002,0
060014079001,0
060014079002,0
060014079003,0
060014080001,0
060014080002,0
060014081001,0
060014081002,0
060014081003,0
060014081004,0
060014081005,0
060014082001,0
060014082002,0
060014082003,0
060014083001,0
060014083002,0
060014083003,0
060014083004,0
060014083005,0
060014084001,0
060014084002,0
060014084003,0
060014085001,0
060014085002,0
060014085003,0
060014085004,0
060014085005,0
060014086001,0
060014086002,0
060014086003,0
060014086004,0
060014087001,0
060014087002,0
060014087003,0
060014087004,0
060014087005,0
060014087006,0
060014088001,0
060014088002,0
060014088003,0
060014088004,0
060014089001,0
060014089002,0
060014090001,0
060014090002,0
060014090003,0
060014091001,0
060014091002,0
060014092001,0
060014092002,0
060014093001,0
060014093002,0
060014093003,0
060014093004,0
060014094001,0
060014094002,0
060014094003,0
060014095001,0
060014095002,0
060014095003,0
060014096001,0
060014096002,0
060014096003,0
060014096004,0
060014096005,0
060014097001,0
060014097002,0
060014097003,0
060014097004,0
060014098001,0
060014098002,0
060014098003,0
060014099001,0
060014099002,0
060014099003,0
060014099004,0
060014100001,0
060014100002,0
060014100003,0
060014101001,0
060014101002,0
060014102001,0
060014102002,0
060014102003,0
060014103001,0
060014103002,0
060014103003,0
060014104001,0
060014104002,0
060014104003,0
060014105001,0
060014105002,0
060014201001,0
060014201002,0
060014201003,0
060014202001,0
060014202002,0
060014202003,0
060014203011,0
060014203021,0
060014203022,0
060014204011,0
060014204012,0
060014204021,0
060014204022,0
060014205001,0
060014205002,0
060014206001,0
060014206002,0
060014206003,0
060014211001,0
060014211002,0
060014212001,0
060014212002,0
060014212003,0
060014212004,0
060014213001,0
060014213002,0
060014213003,0
060014213004,0
060014214001,0
060014214002,0
060014215001,0
060014215002,0
060014215003,0
060014216001,0
060014216002,0
060014216003,0
060014216004,0
060014217001,0
060014217002,0
060014217003,0
060014218001,0
060014218002,0
060014219001,0
060014219002,0
060014219003,0
060014219004,0
060014220001,0
060014220002,0
060014221001,0
060014221002,0
060014222001,0
060014222002,0
060014222003,0
060014223001,0
060014223002,0
060014223003,0
060014224001,0
060014224002,0
060014224003,0
060014224004,0
060014225001,0
060014225002,0
060014225003,0
060014227001,0
060014227002,0
060014227003,0
060014227004,0
060014228001,0
060014228002,0
060014228003,0
060014228004,0
060014229011,0
060014229012,0
060014229021,0
060014229022,0
060014229023,0
060014230001,0
