GEOID,assignment
060014001001,13
060014001002,13
060014002001,13
060014002002,13
060014003001,13
060014003002,13
060014003003,13
060014003004,13
060014004001,13
060014004002,13
060014004003,13
060014005001,13
060014005002,13
060014005003,13
060014006001,13
060014006002,13
060014007001,13
060014007002,13
060014007003,13
060014007004,13
060014008001,13
060014008002,13
060014008003,13
060014009001,13
060014009002,13
060014010001,13
060014010002,13
060014010003,13
060014010004,13
060014010005,13
060014010006,13
060014011001,13
060014011002,13
060014011003,13
060014011004,13
060014012001,13
060014012002,13
060014012003,13
060014013001,13
060014013002,13
060014013003,13
060014014001,13
060014014002,13
060014014003,13
060014015001,13
060014015002,13
060014015003,13
060014016001,13
060014016002,13
060014017001,13
060014017002,13
060014017003,13
060014018001,13
060014018002,13
060014022001,13
060014022002,13
060014022003,13
060014024001,13
060014024002,13
060014025001,13
060014025002,13
060014026001,13
060014027001,13
060014027002,13
060014028011,13
060014028012,13
060014028013,13
060014028021,13
060014028022,13
060014029001,13
060014029002,13
060014030001,13
060014030002,13
060014030003,13
060014031001,13
060014031002,13
060014033011,13
060014033012,13
060014033021,13
060014033022,13
060014033023,13
060014034011,13
060014034012,13
060014034013,13
060014034021,13
060014034022,13
060014035011,13
060014035012,13
060014035013,13
060014035014,13
060014035021,13
060014035022,13
060014036001,13
060014036002,13
060014036003,13
060014037011,13
060014037012,13
060014037021,13
060014037022,13
060014038001,13
060014038002,13
060014038003,13
060014038004,13
060014039001,13
060014039002,13
060014039003,13
060014040001,13
060014040002,13
060014040003,13
060014041011,13
060014041012,13
060014041013,13
060014041021,13
060014041022,13
060014042001,13
060014042002,13
060014042003,13
060014043001,13
060014043002,13
060014043003,13
060014044001,13
060014044002,13
060014044003,13
060014044004,13
060014045011,13
060014045021,13
060014045022,13
060014045023,13
060014045024,13
060014046001,13
060014046002,13
060014046003,13
060014046004,13
060014047001,13
060014047002,13
060014048001,13
060014048002,13
060014049001,13
060014049002,13
060014049003,13
060014049004,13
060014050001,13
060014050002,13
060014050003,13
060014051001,13
060014051002,13
060014051003,13
060014051004,13
060014051005,13
060014052001,13
060014052002,13
060014052003,13
060014052004,13
060014053011,13
060014053012,13
060014053013,13
060014053021,13
060014053022,13
060014054011,13
060014054012,13
060014054013,13
060014054021,13
060014054022,13
060014055001,13
060014055002,13
060014055003,13
060014055004,13
060014056001,13
060014056002,13
060014056003,13
060014057001,13
060014057002,13
060014057003,13
060014058001,13
060014058002,13
060014058003,13
060014058004,13
060014059011,13
060014059012,13
060014059013,13
060014059021,13
060014059022,13
060014060001,13
060014060002,13
060014060003,13
060014060004,13
060014061001,13
060014061002,13
060014061003,13
060014061004,13
060014062011,13
060014062012,13
060014062013,13
060014062014,13
060014062021,13
060014062022,13
060014062023,13
060014063001,13
060014063002,13
060014063003,13
060014063004,13
060014064001,13
060014064002,13
060014065001,13
060014065002,13
060014065003,13
060014065004,13
060014066011,13
060014066012,13
060014066013,13
060014066014,13
060014066021,13
060014066022,13
060014067001,13
060014067002,13
060014067003,13
060014067004,13
060014067005,13
060014068001,13
060014068002,13
060014068003,13
060014068004,13
060014069001,13
060014069002,13
060014069003,13
060014070001,13
060014070002,13
060014070003,13
060014070004,13
060014070005,13
060014071011,13
060014071012,13
060014071021,13
060014071022,13
060014071023,13
060014071024,13
060014072001,13
060014072002,13
060014072003,13
060014072004,13
060014073001,13
060014073002,13
060014074001,13
060014074002,13
060014074003,13
060014075001,13
060014075002,13
060014075003,13
060014076001,13
060014076002,13
060014076003,13
060014076004,13
060014076005,13
060014077001,13
060014077002,13
060014077003,13
060014077004,13
060014078001,13
060014078002,13
060014079001,13
060014079002,13
060014079003,13
060014080001,13
060014080002,13
060014081001,13
060014081002,13
060014081003,13
060014081004,13
060014081005,13
060014082001,13
060014082002,13
060014082003,13
060014083001,13
060014083002,13
060014083003,13
060014083004,13
060014083005,13
060014084001,13
060014084002,13
